id,redirect,current_constituency,current_party
uk.org.publicwhip/person/10620,,North Dorset,Conservative
uk.org.publicwhip/person/10621,,,
uk.org.publicwhip/person/10622,,,
uk.org.publicwhip/person/10623,,,
uk.org.publicwhip/person/10624,,,
uk.org.publicwhip/person/10625,,St Helens North,Labour
uk.org.publicwhip/person/10626,,Thornbury and Yate,Liberal Democrat
uk.org.publicwhip/person/10627,,,
uk.org.publicwhip/person/10628,,,
uk.org.publicwhip/person/10629,,,
uk.org.publicwhip/person/10630,,"Southampton, Test",Labour
uk.org.publicwhip/person/10631,,,
uk.org.publicwhip/person/10632,,Maldon,Conservative
uk.org.publicwhip/person/10633,,,
uk.org.publicwhip/person/10634,,,
uk.org.publicwhip/person/10635,,,
uk.org.publicwhip/person/10636,,,
uk.org.publicwhip/person/10637,,Havant,Conservative
uk.org.publicwhip/person/10638,,,
uk.org.publicwhip/person/10639,,,
uk.org.publicwhip/person/10640,,,
uk.org.publicwhip/person/10641,,,
uk.org.publicwhip/person/10642,,,
uk.org.publicwhip/person/10643,,,
uk.org.publicwhip/person/10644,,,
uk.org.publicwhip/person/10645,,Walsall North,Labour
uk.org.publicwhip/person/10646,,,
uk.org.publicwhip/person/10647,,,
uk.org.publicwhip/person/10648,,Doncaster Central,Labour
uk.org.publicwhip/person/10649,,,
uk.org.publicwhip/person/10650,,Batley and Spen,Labour
uk.org.publicwhip/person/10651,,St Helens South and Whiston,Labour
uk.org.publicwhip/person/10652,,,
uk.org.publicwhip/person/10653,,,
uk.org.publicwhip/person/10654,,,
uk.org.publicwhip/person/10655,,,
uk.org.publicwhip/person/10656,,,
uk.org.publicwhip/person/10657,,,
uk.org.publicwhip/person/10658,,South Suffolk,Conservative
uk.org.publicwhip/person/10659,,North West Hampshire,Conservative
uk.org.publicwhip/person/10660,,Uxbridge and South Ruislip,Conservative
uk.org.publicwhip/person/10661,,Paisley and Renfrewshire South,Labour
uk.org.publicwhip/person/10662,,,
uk.org.publicwhip/person/10669,,Leeds Central,Labour
uk.org.publicwhip/person/10670,,Eddisbury,Conservative
uk.org.publicwhip/person/10671,,,
uk.org.publicwhip/person/10672,,,
uk.org.publicwhip/person/10673,,,
uk.org.publicwhip/person/10675,,,
uk.org.publicwhip/person/10677,,,
uk.org.publicwhip/person/10678,,Tottenham,Labour
uk.org.publicwhip/person/10679,,South Antrim,DUP
uk.org.publicwhip/person/10682,,Preston,Labour
uk.org.publicwhip/person/10683,,West Bromwich West,Labour
uk.org.publicwhip/person/10684,,Glasgow North West,Labour
uk.org.publicwhip/person/10685,,Falkirk,Labour
uk.org.publicwhip/person/10707,,South Norfolk,Conservative
uk.org.publicwhip/person/10709,,,
uk.org.publicwhip/person/10713,,Bexhill and Battle,Conservative
uk.org.publicwhip/person/10715,,Basildon and Billericay,Conservative
uk.org.publicwhip/person/10716,,,
uk.org.publicwhip/person/10726,,North West Norfolk,Conservative
uk.org.publicwhip/person/10753,,Cardiff West,Labour
uk.org.publicwhip/person/10754,,Mid Dorset and North Poole,Liberal Democrat
uk.org.publicwhip/person/10761,,Rhondda,Labour
uk.org.publicwhip/person/10766,,Leigh,Labour
uk.org.publicwhip/person/10768,,,
uk.org.publicwhip/person/10770,,North East Bedfordshire,Conservative
uk.org.publicwhip/person/10775,,,
uk.org.publicwhip/person/10776,,,
uk.org.publicwhip/person/10777,,Witney,Conservative
uk.org.publicwhip/person/10780,,East Londonderry,DUP
uk.org.publicwhip/person/10785,,Orkney and Shetland,Liberal Democrat
uk.org.publicwhip/person/10790,,,
uk.org.publicwhip/person/10815,,,
uk.org.publicwhip/person/10828,,Dagenham and Rainham,Labour
uk.org.publicwhip/person/10834,,Workington,Labour
uk.org.publicwhip/person/10837,,,
uk.org.publicwhip/person/10842,,Caerphilly,Labour
uk.org.publicwhip/person/10852,,,
uk.org.publicwhip/person/10854,,Huntingdon,Conservative
uk.org.publicwhip/person/10857,,Belfast North,DUP
uk.org.publicwhip/person/10858,,West Tyrone,Sinn Féin
uk.org.publicwhip/person/10863,,,
uk.org.publicwhip/person/10868,,,
uk.org.publicwhip/person/10879,,,
uk.org.publicwhip/person/10882,,Newcastle-under-Lyme,Labour
uk.org.publicwhip/person/10884,,Cities of London and Westminster,Conservative
uk.org.publicwhip/person/10890,,,
uk.org.publicwhip/person/10900,,Aberavon,Labour
uk.org.publicwhip/person/10901,,Rayleigh and Wickford,Conservative
uk.org.publicwhip/person/10913,,Fermanagh and South Tyrone,Sinn Féin
uk.org.publicwhip/person/10918,,,
uk.org.publicwhip/person/10920,,Epsom and Ewell,Conservative
uk.org.publicwhip/person/10922,,,
uk.org.publicwhip/person/10934,,Midlothian,Labour
uk.org.publicwhip/person/10941,,Glasgow South,Labour
uk.org.publicwhip/person/10944,,Merthyr Tydfil and Rhymney,Labour
uk.org.publicwhip/person/10955,,Wealden,Conservative
uk.org.publicwhip/person/10958,,North Down,Independent
uk.org.publicwhip/person/10961,,Ashton-under-Lyne,Labour
uk.org.publicwhip/person/10964,,Fareham,Conservative
uk.org.publicwhip/person/10968,,,
uk.org.publicwhip/person/10999,,,
uk.org.publicwhip/person/11003,,North Durham,Labour
uk.org.publicwhip/person/11026,,East Yorkshire,Conservative
uk.org.publicwhip/person/11027,,,
uk.org.publicwhip/person/11032,,North Norfolk,Liberal Democrat
uk.org.publicwhip/person/11036,,Yeovil,Liberal Democrat
uk.org.publicwhip/person/11038,,Edinburgh North and Leith,Labour
uk.org.publicwhip/person/11048,,Bridgwater and West Somerset,Conservative
uk.org.publicwhip/person/11057,,Wrexham,Labour
uk.org.publicwhip/person/11059,,,
uk.org.publicwhip/person/11060,,,
uk.org.publicwhip/person/11068,,,
uk.org.publicwhip/person/11076,,Glasgow North,Labour
uk.org.publicwhip/person/11087,,"Birmingham, Perry Barr",Labour
uk.org.publicwhip/person/11093,,Bassetlaw,Labour
uk.org.publicwhip/person/11095,,Wolverhampton South West,Conservative
uk.org.publicwhip/person/11109,,,
uk.org.publicwhip/person/11113,,,
uk.org.publicwhip/person/11115,,Sutton Coldfield,Conservative
uk.org.publicwhip/person/11128,,"Sheffield, Heeley",Labour
uk.org.publicwhip/person/11132,,South West Wiltshire,Conservative
uk.org.publicwhip/person/11145,,Tatton,Conservative
uk.org.publicwhip/person/11148,,Ynys Môn,Labour
uk.org.publicwhip/person/11156,,,
uk.org.publicwhip/person/11170,,,
uk.org.publicwhip/person/11172,,Hertford and Stortford,Conservative
uk.org.publicwhip/person/11174,,Southport,Liberal Democrat
uk.org.publicwhip/person/11176,,,
uk.org.publicwhip/person/11185,,Argyll and Bute,Liberal Democrat
uk.org.publicwhip/person/11189,,Moray,Scottish National Party
uk.org.publicwhip/person/11190,,Faversham and Mid Kent,Conservative
uk.org.publicwhip/person/11194,,,
uk.org.publicwhip/person/11199,,Romford,Conservative
uk.org.publicwhip/person/11216,,South West Bedfordshire,Conservative
uk.org.publicwhip/person/11221,,Paisley and Renfrewshire North,Labour
uk.org.publicwhip/person/11224,,Boston and Skegness,Conservative
uk.org.publicwhip/person/11225,,,
uk.org.publicwhip/person/11245,,,
uk.org.publicwhip/person/11265,,East Devon,Conservative
uk.org.publicwhip/person/11267,,Alyn and Deeside,Labour
uk.org.publicwhip/person/11275,,,
uk.org.publicwhip/person/11280,,"Caithness, Sutherland and Easter Ross",Liberal Democrat
uk.org.publicwhip/person/11291,,Isle of Wight,Conservative
uk.org.publicwhip/person/11308,,Hornchurch and Upminster,Conservative
uk.org.publicwhip/person/11309,,West Bromwich East,Labour
uk.org.publicwhip/person/11312,,Angus,Scottish National Party
uk.org.publicwhip/person/11318,,North Herefordshire,Conservative
uk.org.publicwhip/person/11323,,Arfon,Plaid Cymru
uk.org.publicwhip/person/11324,,Brecon and Radnorshire,Liberal Democrat
uk.org.publicwhip/person/11333,,Perth and North Perthshire,Scottish National Party
uk.org.publicwhip/person/11340,,Telford,Labour
uk.org.publicwhip/person/11345,,,
uk.org.publicwhip/person/11346,,,
uk.org.publicwhip/person/11347,,Ogmore,Labour
uk.org.publicwhip/person/11350,,Brent Central,Liberal Democrat
uk.org.publicwhip/person/11360,,"Birmingham, Hodge Hill",Labour
uk.org.publicwhip/person/11361,,,
uk.org.publicwhip/person/11362,,Hartlepool,Labour
uk.org.publicwhip/person/11374,,East Antrim,DUP
uk.org.publicwhip/person/11377,,Arundel and South Downs,Conservative
uk.org.publicwhip/person/11389,,Basingstoke,Conservative
uk.org.publicwhip/person/11397,,Mid Bedfordshire,Conservative
uk.org.publicwhip/person/11402,,Belfast South,Social Democratic and Labour Party
uk.org.publicwhip/person/11406,,Beverley and Holderness,Conservative
uk.org.publicwhip/person/11408,,Bexleyheath and Crayford,Conservative
uk.org.publicwhip/person/11420,,"Birmingham, Yardley",Liberal Democrat
uk.org.publicwhip/person/11421,,Bishop Auckland,Labour
uk.org.publicwhip/person/11426,,,
uk.org.publicwhip/person/11427,,Blaydon,Labour
uk.org.publicwhip/person/11437,,Bournemouth East,Conservative
uk.org.publicwhip/person/11443,,Braintree,Conservative
uk.org.publicwhip/person/11447,,,
uk.org.publicwhip/person/11450,,Bridgend,Labour
uk.org.publicwhip/person/11455,,Bristol East,Labour
uk.org.publicwhip/person/11458,,Bristol West,Liberal Democrat
uk.org.publicwhip/person/11461,,Broxbourne,Conservative
uk.org.publicwhip/person/11464,,,
uk.org.publicwhip/person/11473,,,
uk.org.publicwhip/person/11475,,North West Cambridgeshire,Conservative
uk.org.publicwhip/person/11480,,Cardiff Central,Liberal Democrat
uk.org.publicwhip/person/11489,,Ceredigion,Liberal Democrat
uk.org.publicwhip/person/11494,,Cheltenham,Liberal Democrat
uk.org.publicwhip/person/11500,,Chipping Barnet,Conservative
uk.org.publicwhip/person/11506,,Clwyd West,Conservative
uk.org.publicwhip/person/11511,,Copeland,Labour
uk.org.publicwhip/person/11513,,North Cornwall,Liberal Democrat
uk.org.publicwhip/person/11522,,,
uk.org.publicwhip/person/11531,,Denton and Reddish,Labour
uk.org.publicwhip/person/11534,,North East Derbyshire,Labour
uk.org.publicwhip/person/11541,,Torridge and West Devon,Conservative
uk.org.publicwhip/person/11542,,,
uk.org.publicwhip/person/11545,,Doncaster North,Labour
uk.org.publicwhip/person/11553,,Dudley North,Labour
uk.org.publicwhip/person/11558,,City of Durham,Labour
uk.org.publicwhip/person/11559,,Hammersmith,Labour
uk.org.publicwhip/person/11565,,,
uk.org.publicwhip/person/11573,,"Enfield, Southgate",Conservative
uk.org.publicwhip/person/11581,,,
uk.org.publicwhip/person/11588,,Forest of Dean,Conservative
uk.org.publicwhip/person/11589,,Foyle,Social Democratic and Labour Party
uk.org.publicwhip/person/11592,,Washington and Sunderland West,Labour
uk.org.publicwhip/person/11599,,Gravesham,Conservative
uk.org.publicwhip/person/11603,,Guildford,Conservative
uk.org.publicwhip/person/11605,,Hackney South and Shoreditch,Labour
uk.org.publicwhip/person/11607,,Halifax,Labour
uk.org.publicwhip/person/11610,,Chelsea and Fulham,Conservative
uk.org.publicwhip/person/11621,,Clacton,UKIP
uk.org.publicwhip/person/11626,,Hemel Hempstead,Conservative
uk.org.publicwhip/person/11633,,South West Hertfordshire,Conservative
uk.org.publicwhip/person/11640,,Old Bexley and Sidcup,Conservative
uk.org.publicwhip/person/11641,,Hornsey and Wood Green,Liberal Democrat
uk.org.publicwhip/person/11644,,,
uk.org.publicwhip/person/11647,,Kingston upon Hull North,Labour
uk.org.publicwhip/person/11651,,Ilford North,Conservative
uk.org.publicwhip/person/11656,,Islington South and Finsbury,Labour
uk.org.publicwhip/person/11660,,Kensington,Conservative
uk.org.publicwhip/person/11661,,Kettering,Conservative
uk.org.publicwhip/person/11667,,West Lancashire,Labour
uk.org.publicwhip/person/11668,,Wyre and Preston North,Conservative
uk.org.publicwhip/person/11672,,Leeds North West,Liberal Democrat
uk.org.publicwhip/person/11675,,,
uk.org.publicwhip/person/11692,,Llanelli,Labour
uk.org.publicwhip/person/11696,,Ludlow,Conservative
uk.org.publicwhip/person/11707,,"Manchester, Withington",Liberal Democrat
uk.org.publicwhip/person/11715,,Milton Keynes North,Conservative
uk.org.publicwhip/person/11719,,Monmouth,Conservative
uk.org.publicwhip/person/11727,,Newbury,Conservative
uk.org.publicwhip/person/11732,,Newport East,Labour
uk.org.publicwhip/person/11734,,Newry and Armagh,Sinn Féin
uk.org.publicwhip/person/11740,,Morley and Outwood,Labour
uk.org.publicwhip/person/11742,,Northampton South,Conservative
uk.org.publicwhip/person/11759,,Peterborough,Conservative
uk.org.publicwhip/person/11760,,"Plymouth, Moor View",Labour
uk.org.publicwhip/person/11766,,,
uk.org.publicwhip/person/11768,,Preseli Pembrokeshire,Conservative
uk.org.publicwhip/person/11771,,Putney,Conservative
uk.org.publicwhip/person/11773,,Reading East,Conservative
uk.org.publicwhip/person/11783,,,
uk.org.publicwhip/person/11784,,,
uk.org.publicwhip/person/11785,,Rochford and Southend East,Conservative
uk.org.publicwhip/person/11791,,Kenilworth and Southam,Conservative
uk.org.publicwhip/person/11792,,"Ruislip, Northwood and Pinner",Conservative
uk.org.publicwhip/person/11798,,St Albans,Conservative
uk.org.publicwhip/person/11804,,Scarborough and Whitby,Conservative
uk.org.publicwhip/person/11812,,"Sheffield, Hallam",Liberal Democrat
uk.org.publicwhip/person/11814,,Penistone and Stocksbridge,Labour
uk.org.publicwhip/person/11816,,Shipley,Conservative
uk.org.publicwhip/person/11817,,Shrewsbury and Atcham,Conservative
uk.org.publicwhip/person/11823,,Solihull,Liberal Democrat
uk.org.publicwhip/person/11843,,Stoke-on-Trent South,Labour
uk.org.publicwhip/person/11845,,,
uk.org.publicwhip/person/11858,,Surrey Heath,Conservative
uk.org.publicwhip/person/11859,,South West Surrey,Conservative
uk.org.publicwhip/person/11863,,Swansea East,Labour
uk.org.publicwhip/person/11866,,,
uk.org.publicwhip/person/11869,,Taunton Deane,Liberal Democrat
uk.org.publicwhip/person/11878,,Tooting,Labour
uk.org.publicwhip/person/11884,,Tunbridge Wells,Conservative
uk.org.publicwhip/person/11892,,Upper Bann,DUP
uk.org.publicwhip/person/11898,,Wakefield,Labour
uk.org.publicwhip/person/11905,,Wantage,Conservative
uk.org.publicwhip/person/11915,,Wellingborough,Conservative
uk.org.publicwhip/person/11917,,Welwyn Hatfield,Conservative
uk.org.publicwhip/person/11921,,West Ham,Labour
uk.org.publicwhip/person/11923,,Westmorland and Lonsdale,Liberal Democrat
uk.org.publicwhip/person/11924,,Weston-Super-Mare,Conservative
uk.org.publicwhip/person/11927,,Wimbledon,Conservative
uk.org.publicwhip/person/11929,,Windsor,Conservative
uk.org.publicwhip/person/11936,,Wolverhampton South East,Labour
uk.org.publicwhip/person/11943,,Worsley and Eccles South,Labour
uk.org.publicwhip/person/11946,,The Wrekin,Conservative
uk.org.publicwhip/person/11963,,North Ayrshire and Arran,Labour
uk.org.publicwhip/person/11970,,"Dumfriesshire, Clydesdale and Tweeddale",Conservative
uk.org.publicwhip/person/11971,,East Dunbartonshire,Liberal Democrat
uk.org.publicwhip/person/11973,,Dundee East,Scottish National Party
uk.org.publicwhip/person/11974,,Dundee West,Labour
uk.org.publicwhip/person/11995,,"Inverness, Nairn, Badenoch and Strathspey",Liberal Democrat
uk.org.publicwhip/person/12004,,Na h-Eileanan an Iar,Scottish National Party
uk.org.publicwhip/person/12005,,Ochil and South Perthshire,Labour
uk.org.publicwhip/person/12016,,Cheadle,Liberal Democrat
uk.org.publicwhip/person/12834,,,
uk.org.publicwhip/person/12835,,,
uk.org.publicwhip/person/12836,,,
uk.org.publicwhip/person/12837,,,
uk.org.publicwhip/person/12838,,,
uk.org.publicwhip/person/12839,,,
uk.org.publicwhip/person/12840,,,
uk.org.publicwhip/person/12841,,,
uk.org.publicwhip/person/12842,,,
uk.org.publicwhip/person/12843,,,
uk.org.publicwhip/person/12844,,,
uk.org.publicwhip/person/12845,,,
uk.org.publicwhip/person/12846,,,
uk.org.publicwhip/person/12847,,,
uk.org.publicwhip/person/12848,,,
uk.org.publicwhip/person/12849,,,
uk.org.publicwhip/person/12850,,,
uk.org.publicwhip/person/12851,,,
uk.org.publicwhip/person/12852,,,
uk.org.publicwhip/person/12853,,,
uk.org.publicwhip/person/12855,,,
uk.org.publicwhip/person/12857,,,
uk.org.publicwhip/person/12858,,,
uk.org.publicwhip/person/12859,,,
uk.org.publicwhip/person/12860,,,
uk.org.publicwhip/person/12861,,,
uk.org.publicwhip/person/12862,,,
uk.org.publicwhip/person/12863,,,
uk.org.publicwhip/person/12864,,,
uk.org.publicwhip/person/12866,,,
uk.org.publicwhip/person/12867,,,
uk.org.publicwhip/person/12868,,,
uk.org.publicwhip/person/12869,,,
uk.org.publicwhip/person/12870,,,
uk.org.publicwhip/person/12871,,,
uk.org.publicwhip/person/12872,,,
uk.org.publicwhip/person/12873,,,
uk.org.publicwhip/person/12875,,,
uk.org.publicwhip/person/12876,,,
uk.org.publicwhip/person/12877,,,
uk.org.publicwhip/person/12878,,,
uk.org.publicwhip/person/12879,,,
uk.org.publicwhip/person/12880,,,
uk.org.publicwhip/person/12882,,,
uk.org.publicwhip/person/12883,,,
uk.org.publicwhip/person/12884,,,
uk.org.publicwhip/person/12885,,,
uk.org.publicwhip/person/12887,,,
uk.org.publicwhip/person/12888,,,
uk.org.publicwhip/person/12889,,,
uk.org.publicwhip/person/12890,,,
uk.org.publicwhip/person/12891,,,
uk.org.publicwhip/person/12892,,,
uk.org.publicwhip/person/12893,,,
uk.org.publicwhip/person/12894,,,
uk.org.publicwhip/person/12895,,,
uk.org.publicwhip/person/12896,,,
uk.org.publicwhip/person/12897,,,
uk.org.publicwhip/person/12898,,,
uk.org.publicwhip/person/12899,,,
uk.org.publicwhip/person/12900,,,
uk.org.publicwhip/person/12901,,,
uk.org.publicwhip/person/12902,,,
uk.org.publicwhip/person/12903,,,
uk.org.publicwhip/person/12904,,,
uk.org.publicwhip/person/12905,,,
uk.org.publicwhip/person/12906,,,
uk.org.publicwhip/person/12907,,,
uk.org.publicwhip/person/12909,,,
uk.org.publicwhip/person/12910,,,
uk.org.publicwhip/person/12911,,,
uk.org.publicwhip/person/12912,,,
uk.org.publicwhip/person/12913,,,
uk.org.publicwhip/person/12914,,,
uk.org.publicwhip/person/12915,,,
uk.org.publicwhip/person/12916,,,
uk.org.publicwhip/person/12917,,,
uk.org.publicwhip/person/12918,,,
uk.org.publicwhip/person/12919,,,
uk.org.publicwhip/person/12920,,,
uk.org.publicwhip/person/12921,,,
uk.org.publicwhip/person/12922,,,
uk.org.publicwhip/person/12924,,,
uk.org.publicwhip/person/12928,,,
uk.org.publicwhip/person/12933,,,
uk.org.publicwhip/person/12935,,,
uk.org.publicwhip/person/12937,,,
uk.org.publicwhip/person/12938,,,
uk.org.publicwhip/person/12939,,,
uk.org.publicwhip/person/12940,,,
uk.org.publicwhip/person/12941,,,
uk.org.publicwhip/person/12942,,,
uk.org.publicwhip/person/12943,,,
uk.org.publicwhip/person/12944,,,
uk.org.publicwhip/person/12945,,,
uk.org.publicwhip/person/12946,,,
uk.org.publicwhip/person/12947,,,
uk.org.publicwhip/person/12948,,,
uk.org.publicwhip/person/12949,,,
uk.org.publicwhip/person/12950,,,
uk.org.publicwhip/person/12951,,,
uk.org.publicwhip/person/12952,,,
uk.org.publicwhip/person/12953,,,
uk.org.publicwhip/person/12954,,,
uk.org.publicwhip/person/12955,,,
uk.org.publicwhip/person/12956,,,
uk.org.publicwhip/person/12957,,,
uk.org.publicwhip/person/12958,,,
uk.org.publicwhip/person/12959,,,
uk.org.publicwhip/person/12960,,,
uk.org.publicwhip/person/12961,,,
uk.org.publicwhip/person/12962,,,
uk.org.publicwhip/person/12963,,,
uk.org.publicwhip/person/12964,,,
uk.org.publicwhip/person/12965,,,
uk.org.publicwhip/person/12966,,,
uk.org.publicwhip/person/12967,,,
uk.org.publicwhip/person/12968,,,
uk.org.publicwhip/person/12969,,,
uk.org.publicwhip/person/12970,,,
uk.org.publicwhip/person/12971,,,
uk.org.publicwhip/person/12972,,,
uk.org.publicwhip/person/12973,,,
uk.org.publicwhip/person/12974,,,
